sku;colecao;categoria;subcategoria
100000100;AV09;Jeanswear;Bermuda
100000300;AV09;Jeanswear;Bermuda
100000400;AV09;Jeanswear;Bermuda
100000500;AV09;Jeanswear;Bermuda
100000600;AV09;Jeanswear;Bermuda
100000700;AV09;Jeanswear;Bermuda
100000800;AV09;Jeanswear;Bermuda
100000900;AV09;Jeanswear;Bermuda
100001000;AV09;Jeanswear;Bermuda
100001100;AV09;Jeanswear;Bermuda
100001200;AV09;Jeanswear;Bermuda
100001300;AV09;Jeanswear;Bermuda
100001400;AV09;Jeanswear;Bermuda
100001800;AV09;Jeanswear;Bermuda
100002100;AV09;Jeanswear;Bermuda
100002300;AV09;Jeanswear;Bermuda
100002400;AV09;Jeanswear;Bermuda
100002600;AV09;Jeanswear;Bermuda
100002700;AV09;Jeanswear;Bermuda
100003200;AV09;Jeanswear;Calça
100003300;AV09;Jeanswear;Calça
100006300;AV09;Jeanswear;Bermuda
100006400;AV09;Jeanswear;Bermuda
100006500;AV09;Jeanswear;Bermuda
100006600;AV09;Jeanswear;Bermuda
100006800;AV09;Jeanswear;Saia
100006900;AV09;Jeanswear;Saia
100007000;AV09;Jeanswear;Saia
100007100;AV09;Jeanswear;Shorts
100007300;AV09;Jeanswear;Shorts
100007400;AV09;Jeanswear;Shorts
100007600;AV09;Jeanswear;Shorts
100008000;VE09;Jeanswear;Bermuda
100008100;VE09;Jeanswear;Bermuda
100008200;VE09;Jeanswear;Bermuda
100008400;VE09;Jeanswear;Bermuda
100008500;VE09;Jeanswear;Bermuda
100008600;VE09;Jeanswear;Bermuda
100008700;VE09;Jeanswear;Bermuda
100008800;VE09;Jeanswear;Bermuda
100008900;VE09;Jeanswear;Bermuda
100009100;VE09;Jeanswear;Bermuda
100009400;VE09;Jeanswear;Bermuda
100009500;VE09;Jeanswear;Calça
100009600;VE09;Jeanswear;Calça
100010000;VE09;Jeanswear;Calça
100010400;VE09;Jeanswear;Calça
100011500;VE09;Jeanswear;Calça
100011600;VE09;Jeanswear;Calça
100011700;VE09;Jeanswear;Calça
100012100;VE09;Jeanswear;Calça
100012200;VE09;Jeanswear;Calça
100012800;VE09;Jeanswear;Calça
100013100;VE09;Jeanswear;Calça
100013400;VE09;Jeanswear;Calça
100013500;VE09;Jeanswear;Calça
100014100;VE09;Jeanswear;Calça
100014200;VE09;Jeanswear;Calça
100014400;VE09;Jeanswear;Calça
100014500;VE09;Jeanswear;Calça
100014600;VE09;Jeanswear;Calça
100015200;VE09;Jeanswear;Calça
100015300;VE09;Jeanswear;Calça
100015400;VE09;Jeanswear;Calça
100015700;VE09;Jeanswear;Calça
100015900;VE09;Jeanswear;Calça
100016000;VE09;Jeanswear;Calça
100016900;VE09;Jeanswear;Bermuda
100017000;VE09;Jeanswear;Bermuda
100017100;VE09;Jeanswear;Bermuda
100017200;VE09;Jeanswear;Bermuda
100017300;VE09;Jeanswear;Bermuda
100017400;VE09;Jeanswear;Bermuda
100017600;VE09;Jeanswear;Bermuda
100017700;VE09;Jeanswear;Bermuda
100017800;VE09;Jeanswear;Bermuda
100017900;VE09;Jeanswear;Bermuda
100018100;VE09;Jeanswear;Saia
100018200;VE09;Jeanswear;Saia
100018400;VE09;Jeanswear;Saia
100018500;VE09;Jeanswear;Saia
100018600;VE09;Jeanswear;Shorts
100018800;VE09;Jeanswear;Shorts
100018900;VE09;Jeanswear;Shorts
100019000;IN08;Jeanswear;Calça
100021000;IN08;Jeanswear;Calça
100021600;IN08;Jeanswear;Calça
100022600;IN08;Jeanswear;Calça
100022700;IN08;Jeanswear;Calça
100024100;IN08;Jeanswear;Calça
100031500;AI08;Jeanswear;Calça
100032600;VE08;Jeanswear;Calça
100032700;VE08;Jeanswear;Saia
100032800;VE08;Jeanswear;Shorts
100032900;VE08;Jeanswear;Bermuda
100033000;VE08;Jeanswear;Jardineira
100033400;IN07;Jeanswear;Macacão
100034000;UN01;Jeanswear;Vestido
200000500;IN08;Collection;Blusa
200003800;IN08;Collection;Blusa
200004200;IN08;Collection;Blusa
200006000;IN08;Collection;Jaqueta
200006400;IN08;Collection;Jaqueta
200008300;IN08;Collection;Vestido
200010200;AI08;Collection;Blusa
200012300;AI08;Collection;Blusa
200013100;AI08;Collection;Blusa
200013400;AI08;Collection;Jaqueta
200014400;AI08;Collection;Jaqueta
200017600;AV09;Collection;Blusa
200018100;AV09;Collection;Blusa
200018200;AV09;Collection;Blusa
200018900;AV09;Collection;Blusa
200019000;AV09;Collection;Blusa
200019100;AV09;Collection;Blusa
200019200;AV09;Collection;Blusa
200019800;AV09;Collection;Blusa
200020700;AV09;Collection;Macacão
200021300;AV09;Collection;Vestido
200021400;AV09;Collection;Vestido
200021500;AV09;Collection;Vestido
200021700;AV09;Collection;Vestido
200021900;AV09;Collection;Vestido
200022400;AV09;Collection;Vestido
200022500;AV09;Collection;Vestido
200022800;AV09;Collection;Vestido
200022900;AV09;Collection;Vestido
200023000;AV09;Collection;Vestido
200023500;AV09;Jeanswear;Vestido
200023800;AV09;Collection;Vestido
200024000;AV09;Collection;Vestido
200024300;AV09;Collection;Vestido
200025200;VE09;Collection;Blusa
200025400;VE09;Collection;Blusa
200025600;VE09;Collection;Blusa
200025800;VE09;Collection;Blusa
200026600;VE09;Collection;Blusa
200027000;VE09;Collection;Blusa
200027200;VE09;Collection;Blusa
200029600;VE09;Collection;Blusa
200030000;VE09;Collection;Blusa
200030100;VE09;Collection;Blusa
200030400;VE09;Collection;Macacão
200030500;VE09;Collection;Macacão
200031000;VE09;Collection;Shorts
200031100;VE09;Collection;Shorts
200031800;VE09;Collection;Vestido
200032300;VE09;Collection;Vestido
200034000;VE08;Collection;Jaqueta
200034100;VE08;Collection;Vestido
200034200;VE08;Collection;Blusa
200034300;AN01;Special Collection;Lenço
200034500;UN01;Collection;Shorts
200034600;UN01;Collection;Calça
200034800;UN01;Collection;Regata
200034900;UN01;Collection;Saia
200035100;UN01;Collection;Top
200035200;UN01;Collection;Casaco
200035400;UN01;Collection;Camisa
300000200;IN08;Bag + Shoes;Bolsa
300000300;IN08;Bag + Shoes;Bolsa
300000400;IN08;Bag + Shoes;Bolsa
300000600;IN08;Bag + Shoes;Bolsa
300000900;IN08;Bag + Shoes;Bolsa
300001100;IN08;Bag + Shoes;Bolsa
300001500;IN08;Leather;Cinto
300001600;IN08;Leather;Cinto
300001700;IN08;Leather;Cinto
300001800;IN08;Leather;Cinto
300004600;AV09;Acessórios;Pulseira
300004800;VE09;Acessórios;Anel
300007200;VE09;Special Collection;Lenço
300007300;VE09;Special Collection;Lenço
2000000100;AN01;Jeanswear;Calça
2000000200;AN01;Collection;Blusa
2000000500;AN01;Collection;Vestido
2000000700;AN01;Jeanswear;Saia
2000001000;UN01;Jeanswear;Calça
2000001200;AN01;Collection;Blusa
2000001300;AN01;Jeanswear;Saia
2000001500;AN01;Jeanswear;Bermuda
2000002600;AN01;Jeanswear;Saia
2001025700;AI10;Jeanswear;Calça
2001043600;VE11;Jeanswear;Calça
2001050100;AV11;Jeanswear;Calça
2001050300;AV11;Jeanswear;Calça
2001052200;AV11;Jeanswear;Calça
2002026000;AI10;Collection;Blusa
2002027100;AI10;Collection;Blusa
2002027200;AI10;Collection;Blusa
2002027900;IN10;Collection;Blusa
2002028400;AI10;Collection;Blusa
2002029100;AI10;Collection;Blusa
2002031200;IN10;Collection;Blusa
2002032300;IN10;Collection;Blusa
2002033500;AI10;Collection;Blusa
2002033900;IN10;Collection;Blusa
2002035600;AI10;Collection;Blusa
2002038600;VE11;Collection;Blusa
2002039100;VE11;Collection;Blusa
2002040600;VE11;Collection;Blusa
2002041100;VE11;Collection;Blusa
2002043200;VE11;Collection;Corselet
2002044400;VE11;Collection;Blusa
2002044900;AV11;Collection;Blusa
2002045600;AV11;Collection;Blusa
2002045800;AV11;Collection;Blusa
2002045900;AV11;Collection;Blusa
2002046100;AV11;Collection;Blusa
2002046300;AV11;Collection;Blusa
2002046500;AV11;Collection;Blusa
2002046600;AV11;Collection;Blusa
2002046700;AV11;Collection;Blusa
2002046900;AV11;Collection;Blusa
2002047000;AV11;Collection;Blusa
2002047500;AV11;Collection;Blusa
2002047600;AV11;Collection;Blusa
2002048300;AV11;Collection;Blusa
2002048400;AV11;Collection;Blusa
2002048500;AV11;Collection;Blusa
2002048600;AV11;Collection;Blusa
2002048700;AV11;Collection;Blusa
2002049000;AV11;Collection;Blusa
2002049100;AV11;Collection;Blusa
2002049200;AV11;Collection;Blusa
2002049400;AV11;Collection;Blusa
2002049900;AV11;Collection;Blusa
2002050100;AV11;Collection;Blusa
2002050200;AV11;Collection;Blusa
2002050300;AV11;Collection;Blusa
2002050900;AV11;Collection;Blusa
2002051200;AV11;Collection;Blusa
2002051300;AV11;Collection;Corselet
2002051700;AV11;Collection;Tshirt
2002051800;AV11;Collection;Blusa
2002052000;AV11;Collection;Blusa
2002052100;AV11;Collection;Blusa
2002052200;AV11;Collection;Blusa
2002052300;AV11;Collection;Tshirt
2002052500;AV11;Collection;Blusa
2002052700;AV11;Collection;Blusa
2002053100;AV11;Collection;Blusa
2002055400;IN11;Collection;Camisa
2002055800;IN11;Collection;Blusa
2002056000;IN11;Collection;Blusa
2002056300;IN11;Collection;Blusa
2002057300;IN11;Collection;Blusa
2002057400;IN11;Collection;Blusa
2002058400;IN11;Collection;Blusa
2002058500;IN11;Collection;Blusa
2002058600;IN11;Collection;Blusa
2002058900;IN11;Collection;Blusa
2002059600;IN11;Collection;Blusa
2002059800;AI11;Collection;Blusa
2002060000;IN11;Collection;Blusa
2002060300;IN11;Collection;Blusa
2002060500;IN11;Collection;Blusa
2002060700;IN11;Collection;Blusa
2002060800;IN11;Collection;Blusa
2002060900;IN11;Collection;Blusa
2002061000;IN11;Collection;Blusa
2002061100;IN11;Collection;Blusa
2002061200;IN11;Collection;Blusa
2002061400;IN11;Collection;Blusa
2002061600;IN11;Collection;Blusa
2002061700;IN11;Collection;Blusa
2002061800;IN11;Collection;Blusa
2002061900;IN11;Collection;Blusa
2002062400;IN11;Collection;Blusa
2002062600;IN11;Collection;Regata
2002063000;IN11;Collection;Blusa
2002063200;IN11;Collection;Blusa
2002063300;IN11;Collection;Blusa
2002063400;IN11;Collection;Blusa
2002063700;IN11;Collection;Blusa
2002063800;IN11;Collection;Blusa
2002064200;IN11;Collection;Blusa
2002064500;IN11;Collection;Corselet
2002064600;IN11;Collection;Blusa
2002064900;IN11;Collection;Blusa
2002065100;IN11;Collection;Blusa
2002065300;IN11;Collection;Blusa
2002065400;IN11;Collection;Blusa
2002065700;IN11;Collection;Blusa
2002065800;IN11;Collection;Blusa
2002065900;IN11;Collection;Blusa
2002066200;IN11;Collection;Blusa
2002066300;IN11;Collection;Blusa
2002066700;IN11;Collection;Blusa
2002066900;IN11;Collection;Blusa
2005020800;IN10;Collection;Vestido
2005022600;AI10;Collection;Vestido
2005023200;IN10;Collection;Vestido
2005023900;IN10;Collection;Vestido
2005025500;IN10;Collection;Vestido
2008001700;IN10;Collection;Shorts
2010020300;VE10;Jeanswear;Calça
2010020800;AV10;Jeanswear;Calça
2010026600;IN10;Jeanswear;Calça
2010043600;AV11;Jeanswear;Calça
2010048200;VE11;Jeanswear;Calça
2010048300;VE11;Jeanswear;Calça
2010052000;AV11;Jeanswear;Calça
2010052100;AV11;Jeanswear;Calça
2010052600;AV11;Jeanswear;Calça
2010053000;AV11;Jeanswear;Calça
2010053100;AV11;Jeanswear;Calça
2010053200;AV11;Jeanswear;Calça
2010055300;AV11;Jeanswear;Calça
2010055700;AV11;Jeanswear;Calça
2010056200;AV11;Jeanswear;Calça
2010056400;AV11;Jeanswear;Calça
2010056700;AV11;Jeanswear;Calça
2010056800;AV11;Jeanswear;Calça
2010056900;AV11;Jeanswear;Calça
2010057000;AV11;Jeanswear;Calça
2010057200;AV11;Jeanswear;Calça
2010057300;AV11;Jeanswear;Calça
2010057500;AV11;Jeanswear;Calça
2010057800;AV11;Jeanswear;Calça
2010057900;AV11;Jeanswear;Calça
2010060000;IN11;Jeanswear;Calça
2010060300;IN11;Jeanswear;Calça
2010060700;IN11;Jeanswear;Calça
2010061500;IN11;Jeanswear;Calça
2010061900;IN11;Jeanswear;Calça
2010062000;AV11;Jeanswear;Calça
2010062100;AV11;Jeanswear;Calça
2010062200;AV11;Jeanswear;Calça
2010062600;IN11;Jeanswear;Calça
2010064000;IN11;Jeanswear;Calça
2010064400;IN11;Jeanswear;Calça
2010064900;AV11;Jeanswear;Calça
2010065700;IN11;Jeanswear;Calça
2010066500;IN11;Jeanswear;Calça
2010066700;IN11;Jeanswear;Calça
2010066800;IN11;Jeanswear;Calça
2010067500;IN11;Jeanswear;Calça
2010068100;IN11;Jeanswear;Calça
2010068600;IN11;Jeanswear;Calça
2010068900;IN11;Jeanswear;Calça
2010069200;IN11;Jeanswear;Calça
2010069300;AI11;Jeanswear;Calça
2010069900;IN11;Jeanswear;Calça
2010070100;IN11;Jeanswear;Calça
2010070500;IN11;Jeanswear;Calça
2010071300;AI11;Jeanswear;Calça
2010072300;AI11;Jeanswear;Calça
2010073100;AI11;Jeanswear;Calça
2010073300;IN11;Jeanswear;Calça
2010074100;IN11;Jeanswear;Calça
2010074700;IN11;Jeanswear;Calça
2010075300;IN11;Jeanswear;Calça
2010075700;IN11;Jeanswear;Calça
2010076200;IN11;Jeanswear;Calça
2010076300;IN11;Jeanswear;Calça
2011000600;IN10;Collection;Saia
2011000800;AI10;Collection;Saia
2011248200;IN09;Collection;Blusa
2012000700;IN11;Collection;Casaco
2012000900;IN11;Collection;Casaco
2012001000;IN11;Collection;Blazer
2012001300;IN11;Collection;Casaco
2012001600;IN11;Collection;Casaco
2012001700;IN11;Collection;Casaco
2012002300;IN11;Collection;Casaco
2012002600;IN11;Collection;Casaco
2012002900;IN11;Collection;Casaco
2013002000;AV11;Jeanswear;Vestido
2013003000;AV11;Jeanswear;Vestido
2013003100;AV11;Jeanswear;Vestido
2013003200;AV11;Jeanswear;Vestido
2013038500;AV11;Collection;Vestido
2014004200;IN10;Collection;Jaqueta
2014004400;IN11;Collection;Jaqueta
2016000100;AV11;Jeanswear;Jardineira
2016000200;AV11;Jeanswear;Jardineira
2017002800;IN11;Collection;Calça
2017003100;IN11;Collection;Calça
2020008200;VE10;Collection;Blusa
2020015900;VE10;Collection;Blusa
2020016300;VE10;Collection;Blusa
2020016900;VE10;Collection;Blusa
2020017600;VE10;Collection;Blusa
2020018400;AV10;Collection;Blusa
2020021300;AV10;Collection;Blusa
2020022500;AV10;Collection;Blusa
2020024100;AV10;Collection;Blusa
2020026700;IN10;Collection;Blusa
2020034000;IN10;Collection;Blusa
2020067200;IN11;Collection;Blusa
2021246700;IN09;Collection;Blusa
2022001400;AV11;Collection;Colete
2022001500;AV11;Collection;Colete
2026001500;IN11;Collection;Spencer
2026001600;IN11;Collection;Spencer
2026002100;IN11;Collection;Spencer
2026002500;IN11;Collection;Spencer
2026002800;IN11;Collection;Spencer
2028000500;AI10;Collection;Body
2028001600;VE11;Collection;Body
2028002100;VE11;Collection;Body
2028002900;AV11;Collection;Body
2028003400;AV11;Collection;Body
2028003500;AV11;Collection;Body
2028003600;AV11;Collection;Body
2028003900;AV11;Collection;Body
2028004000;AV11;Collection;Body
2028004100;AV11;Collection;Body
2028004200;AV11;Collection;Body
2028004300;AV11;Collection;Body
2028004500;AV11;Collection;Body
2028004700;AV11;Collection;Body
2028004800;AV11;Collection;Body
2028005300;IN11;Collection;Body
2028005400;IN11;Collection;Body
2028005600;IN11;Collection;Body
2028005900;IN11;Collection;Body
2028006000;IN11;Collection;Body
2028006100;IN11;Collection;Body
2028006300;IN11;Collection;Body
2028006400;IN11;Collection;Body
2028006500;IN11;Collection;Body
2028006600;IN11;Collection;Body
2028006700;IN11;Collection;Body
2028006900;IN11;Collection;Body
2028007400;IN11;Collection;Body
2028007600;IN11;Collection;Body
2028007700;IN11;Collection;Body
2028007900;IN11;Collection;Body
2028008000;IN11;Collection;Body
2028008100;IN11;Collection;Body
2028008400;IN11;Collection;Blusa
2028008800;IN11;Collection;Body
2030005700;AV11;Jeanswear;Bermuda
2030007700;AV11;Jeanswear;Bermuda
2030008600;AV11;Jeanswear;Bermuda
2030008900;AV11;Jeanswear;Bermuda
2030009300;AV11;Jeanswear;Bermuda
2030009500;IN11;Jeanswear;Bermuda
2030009900;IN11;Jeanswear;Bermuda
2030010200;IN11;Jeanswear;Bermuda
2030010300;IN11;Jeanswear;Bermuda
2030010400;IN11;Jeanswear;Bermuda
2030012400;IN11;Jeanswear;Bermuda
2031000500;IN10;Collection;Kit
2031000800;VE11;Collection;Kit
2031001600;AV11;Collection;Kit
2031001700;AV11;Collection;Kit
2031001900;AV11;Collection;Kit
2031002100;AV11;Collection;Kit
2031003100;IN11;Collection;Blusa
2031003200;IN11;Collection;Kit
2031003300;IN11;Collection;Kit
2031003500;IN11;Collection;Kit
2032002200;AI10;Collection;Camisa
2032004000;AV11;Collection;Camisa
2032004100;AV11;Collection;Camisa
2032005500;IN11;Collection;Camisa
2032005600;IN11;Collection;Camisa
2032005700;IN11;Collection;Camisa
2032006100;IN11;Collection;Camisa
2032006200;IN11;Collection;Camisa
2032006300;IN11;Collection;Camisa
2032006400;IN11;Collection;Camisa
2032007100;IN11;Collection;Camisa
2032007200;IN11;Collection;Camisa
2032007400;IN11;Collection;Camisa
2032007600;IN11;Collection;Camisa
2034002600;IN11;Collection;Spencer
2041001700;IN11;Collection;TrenchCoat
2041001800;IN11;Collection;TrenchCoat
2041002200;IN11;Collection;TrenchCoat
2041002600;IN11;Collection;TrenchCoat
2041002700;IN11;Collection;TrenchCoat
2050009900;VE10;Collection;Vestido
2050010400;VE10;Collection;Vestido
2050014000;VE10;Collection;Vestido
2050017000;AV10;Collection;Vestido
2050018000;AV10;Collection;Vestido
2050026900;VE11;Collection;Vestido
2050028100;VE11;Collection;Vestido
2050028600;VE11;Collection;Vestido
2050029700;VE11;Collection;Vestido
2050030100;VE11;Collection;Vestido
2050030900;VE11;Collection;Vestido
2050031400;VE11;Collection;Vestido
2050031500;VE11;Collection;Vestido
2050031700;AV11;Collection;Vestido
2050033000;AV11;Collection;Vestido
2050033200;AV11;Collection;Vestido
2050033400;AV11;Collection;Vestido
2050033500;AV11;Collection;Vestido
2050033700;AV11;Collection;Vestido
2050034100;AV11;Collection;Vestido
2050034300;AV11;Collection;Vestido
2050034700;AV11;Collection;Vestido
2050034800;AV11;Collection;Vestido
2050035000;AV11;Collection;Vestido
2050035200;AV11;Collection;Vestido
2050035300;AV11;Collection;Vestido
2050035400;AV11;Collection;Vestido
2050035600;AV11;Collection;Vestido
2050035900;AV11;Collection;Vestido
2050036200;AV11;Collection;Vestido
2050036300;AV11;Collection;Vestido
2050036400;AV11;Collection;Vestido
2050036800;AV11;Collection;Vestido
2050037100;AV11;Collection;Vestido
2050037200;AV11;Collection;Vestido
2050037400;AV11;Collection;Vestido
2050037800;AV11;Collection;Vestido
2050038000;AV11;Collection;Vestido
2050038100;AV11;Collection;Vestido
2050038200;AV11;Collection;Vestido
2050039400;IN11;Collection;Vestido
2050039900;IN11;Collection;Vestido
2050040500;IN11;Collection;Vestido
2050040600;IN11;Collection;Vestido
2050040700;IN11;Collection;Vestido
2050040900;IN11;Collection;Vestido
2050041200;IN11;Collection;Vestido
2050041300;IN11;Collection;Vestido
2050041400;IN11;Collection;Vestido
2050041500;IN11;Collection;Vestido
2050041900;IN11;Collection;Vestido
2050042000;IN11;Collection;Vestido
2050042100;IN11;Collection;Vestido
2050042200;IN11;Collection;Vestido
2050042600;IN11;Collection;Vestido
2050042800;IN11;Collection;Vestido
2050042900;IN11;Collection;Vestido
2050043600;IN11;Collection;Vestido
2050043700;IN11;Collection;Vestido
2050044100;IN11;Collection;Vestido
2050044300;IN11;Collection;Vestido
2050044400;IN11;Collection;Vestido
2050044500;IN11;Collection;Vestido
2050044800;IN11;Collection;Vestido
2050044900;IN11;Collection;Vestido
2050045100;IN11;Collection;Vestido
2050045200;IN11;Collection;Vestido
2050045400;IN11;Collection;Vestido
2050045500;IN11;Collection;Vestido
2050046000;IN11;Collection;Vestido
2050046200;IN11;Collection;Vestido
2050046500;IN11;Collection;Vestido
2050046600;IN11;Collection;Vestido
2050047100;IN11;Collection;Vestido
2050047200;IN11;Collection;Vestido
2050047700;IN11;Collection;Vestido
2050047800;IN11;Collection;Vestido
2050047900;IN11;Collection;Vestido
2050048000;IN11;Collection;Vestido
2050048200;IN11;Collection;Vestido
2051322200;AV09;Collection;Vestido
2060000700;VE11;Collection;Macacão
2060000800;AV11;Collection;Macacão
2070000300;VE10;Jeanswear;Saia
2070001900;AV11;Jeanswear;Saia
2070002700;AI11;Jeanswear;Saia
2080000800;VE10;Collection;Shorts
2080001500;AV10;Collection;Shorts
2080002400;AV11;Collection;Shorts
2080002600;AN01;Collection;Shorts
2081406500;IN09;Collection;Shorts
2090001000;AV11;Jeanswear;Macacão
2090001200;AV11;Jeanswear;Macacão
2090001700;AV11;Jeanswear;Macacão
2110000400;AV10;Collection;Saia
2110002500;VE11;Collection;Saia
2110003400;AV11;Collection;Saia
2110003700;AV11;Collection;Saia
2110003900;AV11;Collection;Saia
2110004200;AV11;Collection;Saia
2110004400;AV11;Collection;Saia
2110005100;IN11;Collection;Saia
2110005200;IN11;Collection;Saia
2110005500;IN11;Collection;Saia
2110005600;IN11;Collection;Saia
2110005800;IN11;Collection;Saia
2110006200;IN11;Collection;Saia
2110006300;IN11;Collection;Saia
2110006500;IN11;Collection;Saia
2110006600;IN11;Collection;Saia
2110006800;IN11;Collection;Saia
2110006900;IN11;Collection;Saia
2110007100;IN11;Collection;Saia
2110007200;IN11;Collection;Saia
2110007300;IN11;Collection;Saia
2110007400;IN11;Collection;Saia
2110007500;IN11;Collection;Saia
2110007700;IN11;Collection;Saia
2110008000;IN11;Collection;Saia
2110008100;IN11;Collection;Saia
2110008200;IN11;Collection;Saia
2110008300;IN11;Collection;Saia
2110008500;IN11;Collection;Saia
2141512100;IN09;Collection;Jaqueta
2200002900;AV11;Jeanswear;Shorts
2200004000;AV11;Jeanswear;Shorts
2200005800;AV11;Jeanswear;Shorts
2200006200;AV11;Jeanswear;Shorts
2200006400;AV11;Jeanswear;Shorts
2200007200;AV11;Jeanswear;Shorts
2200007300;AV11;Jeanswear;Shorts
2200007800;AV11;Jeanswear;Shorts
2200008100;AV11;Jeanswear;Shorts
2200008300;AV11;Jeanswear;Shorts
2200008600;AV11;Jeanswear;Shorts
2200008700;AV11;Jeanswear;Shorts
2200009300;AI11;Jeanswear;Shorts
2200009700;IN11;Jeanswear;Bermuda
2200010000;AN01;Jeanswear;Shorts
2200010900;AI11;Jeanswear;Shorts
2232007900;IN11;Collection;Camisa
2380000200;AI09;Bag + Shoes;Bolsa
2380001000;AI09;Bag + Shoes;Bolsa
3000000100;ORC1;Jeanswear;Calça
3000000200;ORC1;Jeanswear;Saia
3000000300;ORC1;Jeanswear;Shorts
3000000400;ORC1;Jeanswear;Bermuda
3000000500;ORC1;Jeanswear;Macacão
3000000600;ORC1;Jeanswear;Macacão
3000000700;ORC1;Collection;Blusa
3000000800;ORC1;Collection;Vestido
3000000900;ORC1;Collection;Jaqueta
3000001100;ORC1;Collection;Legging
3010000300;VE11;Resort;Biquíni
5200034200;UN01;Collection;Blusa
00CF000001;AN01;Jeanswear;Calça
00MA000009;UN01;Collection;Macacão
01BD000200;VE11;Jeanswear;Body
01BD000400;AV16;Jeanswear;Body
01BD000500;IN16;Jeanswear;Body
01BD000600;AI16;Jeanswear;Body
01BD000700;VE17;Jeanswear;Body
01BF000100;IN09;Jeanswear;Bermuda
01BF000200;IN09;Jeanswear;Bermuda
01BF000300;P112;Jeanswear;Bermuda
01BF000400;VE10;Jeanswear;Bermuda
01BF000500;VE10;Jeanswear;Bermuda
01BF000600;VE10;Jeanswear;Bermuda
01BF000700;VE10;Jeanswear;Bermuda
01BF000800;VE10;Jeanswear;Bermuda
01BF001000;VE10;Jeanswear;Bermuda
01BF001100;VE10;Jeanswear;Bermuda
01BF001200;VE10;Jeanswear;Bermuda
01BF001300;VE10;Jeanswear;Bermuda
01BF001400;VE10;Jeanswear;Bermuda
01BF001500;VE10;Jeanswear;Bermuda
01BF001600;VE10;Jeanswear;Bermuda
01BF001700;VE10;Jeanswear;Bermuda
01BF001800;VE10;Jeanswear;Bermuda
01BF001900;VE10;Jeanswear;Bermuda
01BF002000;VE10;Jeanswear;Bermuda
01BF002100;AV10;Jeanswear;Bermuda
01BF002200;AV10;Jeanswear;Bermuda
01BF002300;AV10;Jeanswear;Bermuda
01BF002400;AV10;Jeanswear;Bermuda
01BF002500;AV10;Jeanswear;Bermuda
01BF002600;AV10;Jeanswear;Bermuda
01BF002700;AV10;Jeanswear;Bermuda
01BF002800;AV10;Jeanswear;Bermuda
01BF002900;AV10;Jeanswear;Bermuda
01BF003000;AV10;Jeanswear;Bermuda
01BF003100;AV10;Jeanswear;Bermuda
01BF003200;AV10;Jeanswear;Bermuda
01BF003300;AV10;Jeanswear;Bermuda
01BF003400;AV10;Jeanswear;Bermuda
01BF003500;AV10;Jeanswear;Bermuda
01BF003600;AV10;Jeanswear;Bermuda
01BF003700;AV10;Jeanswear;Bermuda
01BF003800;AV10;Jeanswear;Bermuda
01BF004000;AV10;Jeanswear;Bermuda
01BF004100;AV10;Jeanswear;Bermuda
01BF004300;AV10;Jeanswear;Bermuda
01BF004400;AV10;Jeanswear;Bermuda
01BF004500;AV10;Jeanswear;Bermuda
01BF004900;IN10;Jeanswear;Bermuda
01BF005000;IN10;Jeanswear;Bermuda
01BF005100;AI10;Jeanswear;Bermuda
01BF005200;IN10;Jeanswear;Bermuda
01BF005300;VE11;Jeanswear;Bermuda
01BF005400;VE11;Jeanswear;Bermuda
01BF005500;VE11;Jeanswear;Bermuda
01BF005600;VE11;Jeanswear;Bermuda
01BF005700;AV11;Jeanswear;Bermuda
01BF005800;VE11;Jeanswear;Bermuda
01BF005900;VE11;Jeanswear;Bermuda
01BF006000;VE11;Jeanswear;Bermuda
01BF006100;AV11;Jeanswear;Bermuda
01BF006200;VE11;Jeanswear;Bermuda
01BF006300;VE11;Jeanswear;Bermuda
01BF006400;VE11;Jeanswear;Bermuda
01BF006500;VE11;Jeanswear;Bermuda
01BF006700;VE11;Jeanswear;Bermuda
01BF006800;AV11;Jeanswear;Bermuda
01BF006900;AV11;Jeanswear;Bermuda
01BF007000;AV11;Jeanswear;Bermuda
01BF007100;AV11;Jeanswear;Bermuda
01BF007200;AV11;Jeanswear;Bermuda
01BF007300;AV11;Jeanswear;Bermuda
01BF007400;VE11;Jeanswear;Bermuda
01BF007500;VE11;Jeanswear;Bermuda
01BF007600;AV11;Jeanswear;Bermuda
01BF007700;AV11;Jeanswear;Bermuda
01BF007900;VE11;Jeanswear;Bermuda
01BF008000;AV11;Jeanswear;Bermuda
01BF008100;AV11;Jeanswear;Bermuda
01BF008200;AV11;Jeanswear;Bermuda
01BF008500;AV11;Jeanswear;Bermuda
01BF008600;AV11;Jeanswear;Bermuda
01BF008700;AV11;Jeanswear;Bermuda
01BF008800;AV11;Jeanswear;Bermuda
01BF008900;AV11;Jeanswear;Bermuda
01BF009000;AV11;Jeanswear;Bermuda
01BF009200;AV11;Jeanswear;Bermuda
01BF009300;AV11;Jeanswear;Bermuda
01BF009400;IN11;Jeanswear;Bermuda
01BF009500;IN11;Jeanswear;Bermuda
01BF009600;AI11;Jeanswear;Bermuda
01BF009700;IN11;Jeanswear;Bermuda
01BF009800;IN11;Jeanswear;Bermuda
01BF009900;IN11;Jeanswear;Bermuda
01BF010000;AV11;Jeanswear;Bermuda
01BF010100;IN11;Jeanswear;Bermuda
01BF010200;IN11;Jeanswear;Bermuda
